date,home_team,away_team,home_goals,away_goals,result,r_home_pre,r_away_pre,p_home,p_away,p_draw,r_home_post,r_away_post
2024-12-22,Valencia,Alaves,2,2,D,1442.3,1462.7,0.4118872515578685,0.327915918520496,0.26019682992163556,1441.2,1463.8
2025-01-03,Valencia,Real Madrid,1,2,A,1441.2,1581.8,0.2934502705969743,0.46688476753431757,0.23966496186870806,1433.4,1589.5
2025-01-10,Vallecano,Celta,2,1,H,1493.8,1490.7,0.443388504199827,0.308201446924419,0.24841004887575402,1502.0,1482.5
2025-01-11,Espanol,Leganes,1,1,D,1443.9,1468.1,0.406804481121458,0.33108481263039663,0.26211070624814536,1442.8,1469.1
2025-01-11,Valladolid,Betis,1,0,H,1426.5,1509.2,0.34184266864916296,0.389491724172794,0.26866560717804305,1437.1,1498.5
2025-01-11,Sevilla,Valencia,1,1,D,1487.5,1433.4,0.5117109809814445,0.2653350438238685,0.22295397519468693,1484.4,1436.6
2025-01-11,Alaves,Girona,0,1,A,1463.8,1498.3,0.393217885292662,0.3395324977027754,0.2672496170045627,1453.1,1509.1
2025-01-12,Ath Madrid,Osasuna,1,0,H,1588.9,1501.5,0.5557175425792575,0.23795449581500142,0.20632796160574107,1594.9,1495.5
2025-01-12,Las Palmas,Getafe,1,2,A,1492.9,1456.6,0.48791680802694115,0.2802448268917158,0.23183836508134303,1480.2,1469.3
2025-01-13,Sociedad,Villarreal,1,0,H,1505.1,1527.5,0.4092785536640674,0.3295428620975579,0.2611785842383747,1514.1,1518.6
2025-01-17,Espanol,Valladolid,2,1,H,1442.8,1437.1,0.44678556665462615,0.3060700838212775,0.2471443495240964,1451.0,1429.0
2025-01-18,Girona,Sevilla,1,2,A,1509.1,1484.4,0.47229295865713516,0.2900536642463536,0.23765337709651127,1496.7,1496.8
2025-01-18,Leganes,Ath Madrid,1,0,H,1469.1,1594.9,0.3060330773786956,0.4468445398297995,0.24712238279150486,1481.0,1583.0
2025-01-18,Betis,Alaves,1,3,A,1498.5,1453.1,0.5000975506939993,0.2726062371752087,0.22729621213079204,1485.6,1466.0
2025-01-18,Getafe,Barcelona,1,1,D,1469.3,1547.6,0.3453983414742199,0.38374649282699635,0.27085516569878376,1469.8,1547.1
2025-01-19,Valencia,Sociedad,1,0,H,1436.6,1514.1,0.34607661391488304,0.38264906733073006,0.2712743187543869,1447.1,1503.6
2025-01-19,Osasuna,Vallecano,1,1,D,1495.5,1502.0,0.4304058315794986,0.3163391964034596,0.25325497201704184,1494.0,1503.6
2025-01-19,Real Madrid,Las Palmas,4,1,H,1589.5,1480.2,0.5842514840109561,0.22041876706679847,0.1953297489222454,1595.0,1474.7
2025-01-19,Celta,Ath Bilbao,1,2,A,1482.5,1560.7,0.3454731538432812,0.3836254724812574,0.2709013736754614,1473.0,1570.1
2025-01-20,Villarreal,Mallorca,4,0,H,1518.6,1514.4,0.4446915244753892,0.3073839956336505,0.24792447989096028,1526.8,1506.3
2025-01-24,Las Palmas,Osasuna,1,1,D,1474.7,1494.0,0.41336943991473407,0.3269910580596096,0.2596395020256564,1473.6,1495.2
2025-01-25,Sevilla,Espanol,1,1,D,1496.8,1451.0,0.500593245187471,0.2722956205461354,0.22711113426639362,1493.8,1453.9
2025-01-25,Mallorca,Betis,0,1,A,1506.3,1485.6,0.4669233520124741,0.2934260372268555,0.2396506107606704,1494.0,1497.8
2025-01-25,Ath Madrid,Villarreal,1,1,D,1583.0,1526.8,0.5145907336075433,0.2635342466172725,0.22187501977518415,1579.8,1530.0
2025-01-25,Valladolid,Real Madrid,0,3,A,1429.0,1595.0,0.27208775281186254,0.5009249876602121,0.2269872595279253,1422.0,1602.1
2025-01-26,Sociedad,Getafe,0,3,A,1503.6,1469.8,0.48445258348813847,0.2824189155500799,0.23312850096178162,1490.9,1482.5
2025-01-26,Vallecano,Girona,2,1,H,1503.6,1496.7,0.4483933149284701,0.3050611346430985,0.24654555042843143,1511.7,1488.6
2025-01-26,Ath Bilbao,Leganes,0,0,D,1570.1,1481.0,0.558079719341345,0.23649509954503414,0.20542518111362087,1566.1,1485.0
2025-01-26,Barcelona,Valencia,7,1,H,1547.1,1447.1,0.5721276135781707,0.22784360108341814,0.20002878533841115,1552.8,1441.4
2025-01-27,Alaves,Celta,1,1,D,1466.0,1473.0,0.4298144203442975,0.3167095454681348,0.25347603418756764,1464.5,1474.5
2025-01-31,Leganes,Vallecano,0,1,A,1485.0,1511.7,0.4036040242979522,0.3330779077039702,0.2633180679980775,1474.1,1522.6
2025-02-01,Ath Madrid,Mallorca,2,0,H,1579.8,1494.0,0.5537013579150879,0.23920111856478282,0.20709752352012928,1585.8,1487.9
2025-02-01,Villarreal,Valladolid,5,1,H,1530.0,1422.0,0.582550632210177,0.22145787694439945,0.19599149084542355,1535.5,1416.5
2025-02-01,Espanol,Real Madrid,1,0,H,1453.9,1602.1,0.28714602924103766,0.47692307479391133,0.23593089596505107,1466.4,1589.6
2025-02-01,Getafe,Sevilla,0,0,D,1482.5,1493.8,0.42394181182045476,0.32038500277662174,0.25567318540292344,1481.1,1495.2
2025-02-02,Valencia,Celta,2,1,H,1441.4,1474.5,0.3950815464853135,0.3383759141244786,0.26654253939020794,1450.6,1465.3
2025-02-02,Barcelona,Alaves,1,0,H,1552.8,1464.5,0.5568798455029182,0.23723624593592338,0.2058839085611584,1558.7,1458.5
2025-02-02,Osasuna,Sociedad,2,1,H,1495.2,1490.9,0.4448231035076169,0.3073014435773589,0.24787545291502422,1503.3,1482.8
2025-02-02,Betis,Ath Bilbao,2,2,D,1497.8,1566.1,0.35346335725483796,0.37066379721683884,0.2758728455283232,1498.1,1565.9
2025-02-03,Girona,Las Palmas,2,1,H,1488.6,1473.6,0.4592685711023127,0.29823349159530477,0.24249793730238256,1496.4,1465.7
2025-02-07,Vallecano,Valladolid,1,0,H,1522.6,1416.5,0.5801804552579144,0.222907303850274,0.19691224089181164,1528.2,1410.9
2025-02-08,Celta,Betis,3,2,H,1465.3,1498.1,0.39545952406505436,0.33814125242720894,0.2663992235077367,1474.5,1488.9
2025-02-08,Ath Bilbao,Girona,3,0,H,1565.9,1496.4,0.5320916899339716,0.252614090918373,0.21529421914765545,1572.3,1490.0
2025-02-08,Las Palmas,Villarreal,1,2,A,1465.7,1535.5,0.35222998425633945,0.37266952765783334,0.27510048808582727,1456.0,1545.2
2025-02-08,Real Madrid,Ath Madrid,1,1,D,1589.6,1585.8,0.44418476131404133,0.30770192660536616,0.24811331208059245,1587.8,1587.6
2025-02-09,Alaves,Getafe,0,1,A,1458.5,1481.1,0.4090674302368819,0.3296744834063013,0.2612580863568168,1447.5,1492.1
2025-02-09,Valencia,Leganes,2,0,H,1450.6,1474.1,0.4078490321105744,0.33043392838069935,0.2617170395087263,1459.6,1465.1
2025-02-09,Sociedad,Espanol,2,1,H,1482.8,1466.4,0.46106724988474473,0.2971039267375532,0.2418288233777021,1490.6,1458.6
2025-02-09,Sevilla,Barcelona,1,4,A,1495.2,1558.7,0.3572106414956565,0.36455774722354495,0.2782316112807986,1485.3,1568.6
2025-02-10,Mallorca,Osasuna,1,1,D,1487.9,1503.3,0.41852176942052377,0.323773563965735,0.25770466661374125,1486.7,1504.6
2025-02-14,Girona,Getafe,1,2,A,1490.0,1492.1,0.43626556709154446,0.312667947704862,0.25106648520359354,1478.4,1503.8
2025-02-15,Villarreal,Valencia,1,1,D,1545.2,1459.6,0.5534467537348622,0.23935860582942686,0.2071946404357109,1541.2,1463.6
2025-02-15,Ath Madrid,Celta,1,1,D,1587.6,1474.5,0.5891106950661446,0.2174548619376032,0.19343444299625223,1583.0,1479.1
2025-02-15,Leganes,Alaves,3,3,D,1465.1,1447.5,0.4628333646277397,0.2959947619773331,0.24117187339492718,1462.9,1449.7
2025-02-15,Osasuna,Real Madrid,1,1,D,1504.6,1587.8,0.3414551931113651,0.390117048392015,0.2684277584966199,1505.3,1587.1
2025-02-16,Espanol,Ath Bilbao,1,1,D,1458.6,1572.3,0.31614970445115154,0.43070840986393016,0.2531418856849183,1460.1,1570.8
2025-02-16,Valladolid,Sevilla,0,4,A,1410.9,1485.3,0.3485468146405044,0.3786481235275639,0.2728050618319317,1401.3,1494.9
2025-02-16,Mallorca,Las Palmas,3,1,H,1486.7,1456.0,0.480352350511395,0.2849928428276163,0.23465480666098873,1494.1,1448.5
2025-02-16,Betis,Sociedad,3,0,H,1488.9,1490.6,0.4367957506789168,0.3123356255715986,0.25086862374948465,1497.2,1482.3
2025-02-17,Barcelona,Vallecano,1,0,H,1568.6,1528.2,0.4934468982842679,0.27677561995527733,0.22977748176045476,1575.8,1521.0
2025-02-21,Celta,Osasuna,1,0,H,1479.1,1505.3,0.4041990932095215,0.33270746476630675,0.2630934420241718,1488.1,1496.3
2025-02-22,Las Palmas,Barcelona,0,2,A,1448.5,1575.8,0.3047412575373424,0.4489029912542222,0.24635575120843545,1440.4,1583.9
2025-02-22,Vallecano,Villarreal,0,1,A,1521.0,1541.2,0.4120767172076881,0.3277977140793934,0.26012556871291853,1509.9,1552.4
2025-02-22,Alaves,Espanol,0,1,A,1449.7,1460.1,0.42515215879565804,0.31962780772237187,0.2552200334819701,1438.3,1471.5
2025-02-22,Valencia,Ath Madrid,0,3,A,1463.6,1583.0,0.3113297445521348,0.4384003011461713,0.25026995430169396,1455.3,1591.3
2025-02-23,Sociedad,Leganes,3,0,H,1482.3,1462.9,0.4650775569126494,0.294585304075752,0.24033713901159856,1490.0,1455.2
2025-02-23,Ath Bilbao,Valladolid,7,1,H,1570.8,1401.3,0.6588534749635204,0.17586728258293746,0.16527924245354203,1575.0,1397.1
2025-02-23,Getafe,Betis,1,2,A,1503.8,1497.2,0.4479686413821903,0.30532765336835643,0.2467037052494533,1491.9,1509.1
2025-02-23,Real Madrid,Girona,2,0,H,1587.1,1478.4,0.5834931536635587,0.22088195267762237,0.19562489365881894,1592.6,1472.9
2025-02-24,Sevilla,Mallorca,1,1,D,1494.9,1494.1,0.4401552709662209,0.3102293373858008,0.24961539164797833,1493.1,1495.8
2025-02-28,Valladolid,Las Palmas,1,1,D,1397.1,1440.4,0.381621418974337,0.3467114840455465,0.27166709698011654,1396.6,1440.9
2025-03-01,Girona,Celta,2,2,D,1472.9,1488.1,0.4187060906887667,0.32365839086501774,0.2576355184462156,1471.6,1489.4
2025-03-01,Vallecano,Sevilla,1,1,D,1509.9,1493.1,0.4615581286647295,0.2967956467766369,0.24164622455863358,1507.7,1495.3
2025-03-01,Betis,Real Madrid,2,1,H,1509.1,1592.6,0.34115921462931925,0.39059461433275294,0.2682461710379278,1519.8,1581.9
2025-03-01,Ath Madrid,Ath Bilbao,1,0,H,1591.3,1575.0,0.46107882734943983,0.2970966559417555,0.24182451670880462,1599.2,1567.1
2025-03-02,Osasuna,Valencia,3,3,D,1496.3,1455.3,0.4942003312463619,0.2763031180147912,0.22949655073884687,1493.4,1458.1
2025-03-02,Barcelona,Sociedad,4,0,H,1583.9,1490.0,0.5642651078392384,0.23267979633570818,0.20305509582505332,1589.7,1484.2
2025-03-02,Leganes,Getafe,1,0,H,1455.2,1491.9,0.390294699165468,0.34134509746896546,0.2683602033655666,1464.5,1482.6
2025-03-02,Mallorca,Alaves,1,1,D,1495.8,1438.3,0.516375195291963,0.26241886770496703,0.22120593700306998,1492.6,1441.5
2025-03-08,Alaves,Villarreal,1,0,H,1441.5,1552.4,0.31853212614324683,0.42690308426277807,0.2545647895939751,1453.0,1540.9
2025-03-08,Valencia,Valladolid,2,1,H,1458.1,1396.6,0.5215283539281462,0.25920017344720664,0.21927147262464725,1464.7,1390.0
2025-03-08,Celta,Leganes,2,1,H,1489.4,1464.5,0.472582651154125,0.2898717309381683,0.23754561790770665,1497.0,1456.9
2025-03-09,Getafe,Ath Madrid,2,1,H,1482.6,1599.2,0.3137334672018441,0.4345653899582042,0.2517011428399517,1494.2,1587.5
2025-03-09,Real Madrid,Vallecano,2,1,H,1581.9,1507.7,0.538477678997661,0.24864123223688975,0.21288108876544926,1588.2,1501.4
2025-03-09,Ath Bilbao,Mallorca,1,1,D,1567.1,1492.6,0.5388964555591647,0.24838095230157237,0.2127225921392631,1563.4,1496.3
2025-03-09,Betis,Las Palmas,1,0,H,1519.8,1440.9,0.5445584600875131,0.24486507319114964,0.2105764667213373,1526.0,1434.7
2025-03-09,Sociedad,Sevilla,0,1,A,1484.2,1495.3,0.42420520741932827,0.32022023680703376,0.25557455577363797,1472.8,1506.7
2025-03-10,Espanol,Girona,1,1,D,1471.5,1471.6,0.43905109661442077,0.31092170774728856,0.2500271956382907,1469.8,1473.3
2025-03-14,Las Palmas,Alaves,2,2,D,1434.7,1453.0,0.41473221653883985,0.32614041431074914,0.25912736915041107,1433.5,1454.2
2025-03-15,Mallorca,Espanol,2,1,H,1496.3,1469.8,0.4746569704487696,0.28856905169339314,0.2367739778578373,1503.8,1462.3
2025-03-15,Villarreal,Real Madrid,1,2,A,1540.9,1588.2,0.37643477438196915,0.3499115237225461,0.2736537018954847,1530.6,1598.6
2025-03-15,Girona,Valencia,1,1,D,1473.3,1464.7,0.45062231022886495,0.30366210738938154,0.24571558238175353,1471.3,1466.7
2025-03-15,Valladolid,Celta,0,1,A,1390.0,1497.0,0.3217380665729721,0.42177828778349585,0.256483645643532,1381.3,1505.7
2025-03-16,Leganes,Betis,2,3,A,1456.9,1526.0,0.35281497836569775,0.37171843992188625,0.275466581712416,1447.2,1535.7
2025-03-16,Sevilla,Ath Bilbao,0,1,A,1506.7,1563.4,0.3642159141281457,0.357420079951705,0.27836400592014937,1496.6,1573.5
2025-03-16,Osasuna,Getafe,1,2,A,1493.4,1494.2,0.43812461877959363,0.31150258242393647,0.2503727987964699,1481.7,1505.9
2025-03-16,Vallecano,Sociedad,2,2,D,1501.4,1472.8,0.4775308563844142,0.2867643880413732,0.23570475557421255,1498.9,1475.3
2025-03-16,Ath Madrid,Barcelona,2,4,A,1587.5,1589.7,0.43618408812709747,0.3127190171078719,0.2510968947650306,1575.9,1601.4
2025-03-27,Barcelona,Osasuna,3,0,H,1601.4,1481.7,0.5974176744151649,0.21240499418778963,0.19017733139704548,1606.6,1476.5
2025-03-29,Real Madrid,Leganes,3,2,H,1598.6,1447.2,0.6370954396013443,0.1886254170638579,0.17427914333479774,1603.2,1442.6
2025-03-29,Alaves,Vallecano,0,2,A,1454.2,1498.9,0.37982966756026154,0.3478177586808872,0.27235257375885125,1443.7,1509.3
2025-03-29,Sociedad,Valladolid,2,1,H,1475.3,1381.3,0.5643314684971931,0.23263891312010734,0.20302961838269962,1481.1,1375.5
2025-03-29,Espanol,Ath Madrid,1,1,D,1462.3,1575.9,0.3162131959148372,0.43060702915423527,0.25317977493092747,1463.8,1574.4
2025-03-30,Getafe,Villarreal,1,2,A,1505.9,1530.6,0.40617127886846016,0.3314792846253326,0.26234943650620723,1494.9,1541.6
2025-03-30,Barcelona,Girona,4,1,H,1606.6,1471.3,0.6171313219315872,0.20051487620978342,0.1823538018586295,1611.5,1466.4
2025-03-30,Ath Bilbao,Osasuna,0,0,D,1573.5,1476.5,0.5683652358080051,0.23015585860010326,0.20147890559189163,1569.3,1480.7
2025-03-30,Valencia,Mallorca,1,0,H,1466.7,1503.8,0.38971273612548724,0.3417057311204866,0.2685815327540262,1476.0,1494.5
2025-03-30,Betis,Sevilla,2,1,H,1535.7,1496.6,0.49162092465596546,0.2779209043469791,0.2304581709970554,1542.9,1489.4
2025-03-31,Celta,Las Palmas,1,1,D,1505.7,1433.5,0.5357225042230397,0.250354420875123,0.21392307490183737,1502.0,1437.1
2025-04-04,Vallecano,Espanol,0,4,A,1509.3,1463.8,0.5002485219555376,0.2725116319609156,0.22723984608354683,1496.4,1476.7
2025-04-05,Mallorca,Celta,1,2,A,1494.5,1502.0,0.42901180573720776,0.3172120952462466,0.2537760990165456,1483.0,1513.5
2025-04-05,Girona,Alaves,0,1,A,1466.4,1443.7,0.4696311461946415,0.29172538718860386,0.23864346661675462,1454.1,1456.1
2025-04-05,Real Madrid,Valencia,1,2,A,1603.2,1476.0,0.6069276816956201,0.2066518485760915,0.1864204697282884,1588.3,1490.9
2025-04-05,Barcelona,Betis,1,1,D,1611.5,1542.9,0.5310279141784147,0.25327655718135955,0.21569552864022573,1608.0,1546.5
2025-04-06,Valladolid,Getafe,0,4,A,1375.5,1494.9,0.3114115955932704,0.4382697470960705,0.250318657310659,1367.2,1503.2
2025-04-06,Villarreal,Ath Bilbao,0,0,D,1541.6,1569.3,0.4021614966916964,0.3339756422661329,0.26386286104217077,1540.7,1570.2
2025-04-06,Las Palmas,Sociedad,1,3,A,1437.1,1481.1,0.38080233469314967,0.34721731172156006,0.27198035358529027,1426.7,1491.6
2025-04-06,Sevilla,Ath Madrid,1,2,A,1489.4,1574.4,0.33996977001983675,0.3925129726618972,0.2675172573182661,1480.1,1583.6
2025-04-07,Leganes,Osasuna,1,1,D,1442.6,1480.7,0.38842943912929867,0.3425006965935586,0.2690698642771428,1442.0,1481.4
2025-04-11,Valencia,Sevilla,1,0,H,1490.9,1480.1,0.4536403088780169,0.3017675198977965,0.2445921712241866,1498.9,1472.1
2025-04-12,Celta,Espanol,0,2,A,1513.5,1476.7,0.488561572165955,0.2798402520724366,0.23159817576160835,1500.8,1489.5
2025-04-12,Leganes,Barcelona,0,1,A,1442.0,1608.0,0.2720816749488492,0.500934687736243,0.22698363731490795,1434.9,1615.0
2025-04-12,Sociedad,Mallorca,0,2,A,1491.6,1483.0,0.45063615639019483,0.3036534161416251,0.24571042746818003,1479.6,1494.9
2025-04-12,Getafe,Las Palmas,1,3,A,1503.2,1426.7,0.5414322053757095,0.2468056071558895,0.2117621874684011,1489.4,1440.4
2025-04-13,Osasuna,Girona,2,1,H,1481.4,1454.1,0.4757439482188414,0.2878864587632453,0.23636959301791322,1488.9,1446.6
2025-04-13,Alaves,Real Madrid,0,1,A,1456.1,1588.3,0.3006067777725867,0.45548905832916353,0.24390416389824976,1448.1,1596.2
2025-04-13,Betis,Villarreal,1,2,A,1546.5,1540.7,0.44693030958537683,0.30597925539227744,0.2470904350223457,1534.6,1552.5
2025-04-13,Ath Bilbao,Vallecano,3,1,H,1570.2,1496.4,0.5379895633400684,0.2489446480127768,0.21306578864715472,1576.6,1490.0
2025-04-14,Ath Madrid,Valladolid,4,2,H,1583.6,1367.2,0.7061978976892094,0.14380210231079057,0.15,1587.0,1363.8
2025-04-18,Espanol,Getafe,1,0,H,1489.5,1489.4,0.43916105005871936,0.3108527657531544,0.24998618418812626,1497.7,1481.1
2025-04-19,Las Palmas,Ath Madrid,1,0,H,1440.4,1587.0,0.28843782130170753,0.4748659418885956,0.2366962368096969,1452.9,1574.6
2025-04-19,Barcelona,Celta,4,3,H,1615.0,1500.8,0.5904952489116511,0.21661166464251633,0.19289308644583256,1620.4,1495.5
2025-04-19,Vallecano,Valencia,1,1,D,1490.0,1498.9,0.4272263733581251,0.31832978292740977,0.2544438437144652,1488.6,1500.4
2025-04-19,Mallorca,Leganes,0,0,D,1494.9,1434.9,0.5196076313912794,0.2603994576931019,0.21999291091561862,1491.6,1438.2
2025-04-20,Valladolid,Osasuna,2,3,A,1363.8,1488.9,0.3065842410743397,0.4459661780286276,0.24744958089703278,1355.7,1497.0
2025-04-20,Villarreal,Sociedad,2,2,D,1552.5,1479.6,0.5367131981968003,0.2497382455379817,0.21354855626521796,1548.9,1483.3
2025-04-20,Sevilla,Alaves,1,1,D,1472.1,1448.1,0.4713864398939808,0.2906229852587135,0.23799057484730568,1469.8,1450.5
2025-04-20,Real Madrid,Ath Bilbao,1,0,H,1596.2,1576.6,0.46550888659636486,0.29431440488961597,0.24017670851401923,1603.9,1568.8
2025-04-21,Girona,Betis,1,3,A,1446.6,1534.6,0.33745540225091925,0.3965639718756818,0.265980625873399,1437.4,1543.8
2025-04-22,Valencia,Espanol,1,1,D,1500.4,1497.7,0.4426668738594383,0.30865411623311184,0.2486790099074498,1498.6,1499.5
2025-04-22,Barcelona,Mallorca,1,0,H,1620.4,1491.6,0.6089792784854439,0.2054148550811854,0.18560586643337074,1625.4,1486.6
2025-04-23,Ath Bilbao,Las Palmas,1,0,H,1568.8,1452.9,0.5927041271907785,0.21526769212695251,0.19202818068226898,1574.1,1447.5
2025-04-23,Celta,Villarreal,3,0,H,1495.5,1548.9,0.3684936465000983,0.35479649112878064,0.2767098623711211,1505.3,1539.1
2025-04-23,Getafe,Real Madrid,0,1,A,1481.1,1603.9,0.30850798381386385,0.4428998392021403,0.24859217698399577,1472.9,1612.2
2025-04-23,Alaves,Sociedad,1,0,H,1450.5,1483.3,0.3954720110315578,0.33813349957153116,0.266394489396911,1459.7,1474.1
2025-04-24,Leganes,Girona,1,1,D,1438.2,1437.4,0.440307439606258,0.3101339132756707,0.24955864711807127,1436.5,1439.1
2025-04-24,Osasuna,Sevilla,1,0,H,1497.0,1469.8,0.47578747722797926,0.28785912424677756,0.23635339852524317,1504.6,1462.2
2025-04-24,Ath Madrid,Vallecano,3,0,H,1574.6,1488.6,0.5539768217325248,0.23903074435324892,0.20699243391422628,1580.6,1482.5
2025-04-24,Betis,Valladolid,5,1,H,1543.8,1355.7,0.680873532763457,0.16319721114275734,0.15592925609378577,1547.7,1351.8
2025-04-27,Villarreal,Espanol,1,0,H,1539.1,1499.5,0.4922325037800929,0.2775372863476941,0.23023020987221302,1546.3,1492.3
2025-05-02,Vallecano,Getafe,1,0,H,1482.5,1472.9,0.45203712714194505,0.3027739832203648,0.2451888896376902,1490.6,1464.9
2025-05-03,Alaves,Ath Madrid,0,0,D,1459.7,1580.6,0.31010401723659164,0.4403551129555745,0.24954086980783385,1461.4,1578.9
2025-05-03,Villarreal,Osasuna,4,2,H,1546.3,1504.6,0.4951127856611313,0.27573094180802676,0.2291562725308419,1553.4,1497.4
2025-05-03,Las Palmas,Valencia,2,3,A,1447.5,1498.6,0.37155189700787483,0.3529173882688488,0.27553071472327634,1437.3,1508.9
2025-05-03,Valladolid,Barcelona,1,2,A,1351.8,1625.4,0.18702169679540198,0.6398101265339411,0.173168176670657,1347.3,1630.0
2025-05-04,Sociedad,Ath Bilbao,0,0,D,1474.1,1574.1,0.32751713034812713,0.41252641899693804,0.2599564506549348,1475.2,1573.0
2025-05-04,Real Madrid,Celta,3,2,H,1612.2,1505.3,0.5811084911480766,0.22233959218220464,0.19655191666971872,1617.7,1499.7
2025-05-04,Espanol,Betis,1,2,A,1492.3,1547.7,0.36600018862598527,0.3563264588437266,0.2776733525302882,1482.2,1557.8
2025-05-04,Sevilla,Leganes,2,2,D,1462.2,1436.5,0.47365013849726234,0.2892013361910627,0.23714852531167493,1459.8,1438.9
2025-05-05,Girona,Mallorca,1,0,H,1439.1,1486.6,0.3762211647266058,0.35004316067457425,0.27373567459882,1448.7,1476.9
2025-05-09,Las Palmas,Vallecano,0,1,A,1437.3,1490.6,0.36866494306111947,0.3546913145300235,0.276643742408857,1427.1,1500.8
2025-05-10,Valencia,Getafe,3,0,H,1508.9,1464.9,0.4981526281313539,0.2738251805174788,0.22802219135116733,1515.9,1457.8
2025-05-10,Celta,Sevilla,3,2,H,1499.7,1459.8,0.49275972627946285,0.2772066011798128,0.23003367254072432,1506.9,1452.6
2025-05-10,Girona,Villarreal,0,1,A,1448.7,1553.4,0.32369113666157134,0.41865368556711563,0.2576551777713129,1440.0,1562.1
2025-05-10,Mallorca,Valladolid,2,1,H,1476.9,1347.3,0.6100885638722924,0.20474665142437554,0.1851647847033321,1482.0,1342.2
2025-05-10,Ath Madrid,Sociedad,4,0,H,1578.9,1475.2,0.5769641815089765,0.22487669791199813,0.1981591205790253,1584.5,1469.6
2025-05-11,Leganes,Espanol,3,2,H,1438.9,1482.2,0.381733466733341,0.3466422752298734,0.2716242580367855,1448.4,1472.7
2025-05-11,Barcelona,Real Madrid,4,3,H,1630.0,1617.7,0.4556024125562434,0.30053560442773924,0.24386198301601736,1637.9,1609.7
2025-05-11,Ath Bilbao,Alaves,1,0,H,1573.0,1461.4,0.5870924216289812,0.21868505314198633,0.19422252522903252,1578.4,1456.0
2025-05-11,Betis,Osasuna,1,1,D,1557.8,1497.4,0.5200690007651881,0.26011133666255354,0.2198196625722584,1554.5,1500.8
2025-05-13,Sociedad,Celta,0,1,A,1469.6,1506.9,0.3894796824701731,0.34185012928657815,0.26867018824324873,1458.9,1517.6
2025-05-13,Valladolid,Girona,0,1,A,1342.2,1440.0,0.32942691201818086,0.4094645303650942,0.26110855761672486,1333.3,1448.9
2025-05-13,Sevilla,Las Palmas,1,0,H,1452.6,1427.1,0.47339155582333403,0.2893637275033327,0.23724471667333322,1460.2,1419.5
2025-05-14,Alaves,Valencia,1,0,H,1456.0,1515.9,0.3600726422374964,0.35995559676732186,0.2799717609951818,1466.0,1506.0
2025-05-14,Villarreal,Leganes,3,0,H,1562.1,1448.4,0.5898388857145165,0.21701131760937586,0.19314979667610763,1567.5,1443.1
2025-05-14,Real Madrid,Mallorca,2,1,H,1609.7,1482.0,0.607722789810392,0.2061722659423652,0.18610494424724278,1614.8,1476.9
2025-05-15,Vallecano,Betis,2,2,D,1500.8,1554.5,0.3681292634278106,0.3550201936385433,0.276850542933646,1500.6,1554.6
2025-05-15,Osasuna,Ath Madrid,2,0,H,1500.8,1584.5,0.34098177193913715,0.39088088112950115,0.2681373469313617,1511.4,1573.8
2025-05-15,Espanol,Barcelona,0,2,A,1472.7,1637.9,0.2727298902261229,0.49990022945693263,0.22736988031694447,1465.6,1645.0
